chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group	probality
chr1	204746182	205046182	15.2085	6.98913	5.97345	6.48733	10.1548	8.37746	7.93307	7.85209	2.18134	11.4583	Hub	0.939251338076871
chr1	204818623	205118623	15.6629	6.91915	5.85842	6.09659	9.81137	7.6342	7.09214	7.39404	2.58119	10.8714	Hub	0.891335747093031
chr1	209732998	210032998	10.8883	5.32293	5.53659	3.45614	6.1384	5.43134	6.06189	5.43679	2.34713	3.74512	Hub	0.778597940331473
chr1	210928790	211228790	4.78674	4.38633	4.09692	6.37274	4.60085	5.80528	7.98069	5.32398	3.07858	4.01209	Hub	0.521930594175123
chr1	213149597	213449597	1.73898	4.31272	1.90162	2.03406	4.38924	4.3203	2.46587	3.01742	2.73182	2.14774	nonHub	0.242182528746712
chr1	216571727	216871727	3.50826	6.48766	3.40798	3.42113	7.07432	7.93042	6.25005	6.6492	2.97672	3.62878	Hub	0.90241156180991
chr1	219605869	219905869	3.39919	1.96284	2.98581	1.48098	3.77851	2.81762	0.746847	2.35957	2.4815	2.10001	Hub	0.516565137360029
chr1	220358680	220658680	2.03588	4.56418	2.95827	1.73643	4.58478	2.94688	0.737555	2.80674	3.28447	2.26631	nonHub	0.296834004752548
chr1	221285641	221585641	9.44624	1.2952	10.0129	1.56454	2.96473	2.76915	1.38567	2.15841	3.67457	2.98371	nonHub	0.440673677578133
chr1	221436248	221736248	1.52085	1.23106	9.86173	1.46984	2.90366	2.20362	0.836283	1.66366	3.91026	2.70928	nonHub	0.187377366887691
chr1	223631364	223931364	5.76227	7.35575	2.63338	6.35364	8.074	7.77962	8.16421	7.32336	2.06539	10.0138	Hub	0.686846981756617
chr1	227076734	227376734	2.60544	4.91185	10.2399	2.2346	5.39052	2.84301	0.777046	3.74595	3.78185	3.12913	Hub	0.770527232801139
chr1	226931834	227231834	3.57491	6.66988	8.58481	2.94126	6.66235	4.23874	2.29629	5.10651	3.50444	3.31333	Hub	0.753773405790313
chr1	227891669	228191669	1.68445	0.596215	4.25416	1.04488	1.177	1.12028	0.444856	1.19609	2.72315	2.03737	nonHub	0.0952805291621353
chr1	227611675	227911675	5.58655	3.82875	3.67475	9.10232	4.30299	4.69655	7.31748	5.14321	2.16617	5.26046	Hub	0.606113220622429
chr1	228890543	229190543	7.25282	9.34775	4.37164	5.83876	8.66812	6.94557	6.41847	8.06412	2.67168	5.29402	Hub	0.811175370435185
chr1	230702993	231002993	3.29013	3.24493	4.40835	3.21502	5.29623	4.44341	2.69934	3.36809	2.79413	4.35513	Hub	0.619977196488369
chr1	233343150	233643150	2.29036	6.52848	1.51493	10.8125	5.38034	6.92325	12.8079	8.26256	2.32004	10.3941	Hub	0.637195092011864
chr1	232828288	233128288	2.27219	11.4221	5.85965	2.60385	11.552	6.47622	1.85376	7.61559	3.80081	3.21191	Hub	0.594908273451263
chr1	238696948	238996948	3.61732	3.93881	3.08737	3.66703	5.73017	5.19436	2.96764	3.77857	2.7692	3.28872	Hub	0.521339716226122
chr1	238185039	238485039	6.18035	3.80251	4.27558	3.90895	5.74303	5.72372	4.16631	3.84653	3.17936	4.71682	Hub	0.549201264803145
chr1	238370919	238670919	2.49638	5.45777	1.4048	5.42733	7.32076	5.60831	1.21145	4.14691	3.12355	3.42892	nonHub	0.185580287400741
chr1	241443689	241743689	2.56909	7.10866	1.12151	7.41762	5.96375	6.44852	6.51255	5.8894	2.32383	4.85925	nonHub	0.326689980400306
chr1	242699408	242999408	1.94499	2.08238	3.7549	3.25162	2.44186	3.06768	3.71333	3.0582	3.23408	3.45055	nonHub	0.0544135208146432
chr1	242484134	242784134	4.67162	5.30835	2.95644	3.90497	5.05944	5.67756	3.95376	4.60089	3.14685	3.44085	nonHub	0.430377119295194
chr1	244847247	245147247	5.93798	4.43152	2.77288	9.25988	4.33727	3.82633	3.36604	4.20128	3.00489	4.38272	Hub	0.509560234293054
chr10	16769467	17069467	3.86575	7.25954	2.04356	4.43258	5.22605	5.2313	3.41598	5.30631	2.38668	4.79363	nonHub	0.465712107370973
chr10	50052753	50352753	3.42949	0.855692	10.0832	1.75871	1.97417	1.27416	0.552876	1.51551	3.24817	3.3193	nonHub	0.460569248727583
chr10	3950977	4250977	1.56932	3.61811	3.28072	2.05236	5.40927	3.83556	1.34851	3.43605	3.18748	2.54969	nonHub	0.368994339412731
chr10	14557506	14857506	5.10182	9.66699	4.75343	7.80915	10.5142	8.04507	4.53567	7.25676	3.53208	8.39258	Hub	0.769393276964126
chr10	30326925	30626925	4.96852	8.02485	6.85696	6.65843	8.40026	6.527	4.20232	6.32978	3.90267	6.04946	Hub	0.542217630870171
chr10	31439546	31739546	2.04194	12.1043	1.79271	4.00604	8.10668	7.88349	7.23733	7.70257	3.35274	9.21513	nonHub	0.444637628808773
chr10	30405904	30705904	2.07829	5.09844	7.36418	3.85006	6.13358	4.23874	2.88518	4.3073	3.90267	4.22463	Hub	0.542733180331786
chr10	31226982	31526982	2.35702	10.823	2.29626	3.12827	8.73562	6.78399	3.00133	6.74434	3.80786	2.89721	nonHub	0.296432666258915
chr10	29153493	29453493	2.39337	4.42424	7.69396	2.48607	6.12126	4.21027	1.08717	3.74323	4.21747	3.67129	Hub	0.544086417578193
chr10	34326691	34626691	2.35702	3.34697	5.23862	2.73197	4.70639	3.50317	0.892035	2.8149	3.2655	3.68098	nonHub	0.433842111670258
chr10	43841273	44141273	3.6052	2.01459	8.81119	1.66401	3.97459	2.1413	0.615597	2.0986	4.19905	2.91883	Hub	0.510394358601173
chr10	73217493	73517493	8.81609	10.0919	9.80605	6.72766	10.3133	7.35336	5.84353	8.47324	4.13891	8.85046	Hub	0.986022031445044
chr10	71106461	71406461	15.257	7.16551	7.34031	5.29602	12.2881	6.27694	3.16161	6.74298	3.15877	5.86004	Hub	0.781244616153767
chr10	70141712	70441712	3.3083	5.80398	3.82771	13.1975	3.78279	5.87145	11.2945	7.08414	2.46741	6.01515	nonHub	0.276925016241195
chr10	71207287	71507287	12.5667	4.64071	6.27509	5.3008	8.41579	5.40518	4.64602	5.57951	2.99893	5.55951	Hub	0.698588997546697
chr10	78573259	78873259	7.99204	5.96215	5.10096	3.01129	10.7977	5.84298	1.13944	4.9067	2.89328	4.25669	Hub	0.815183115676643
chr10	79447823	79747823	7.28918	6.28577	8.40737	5.04376	7.46755	5.26438	5.22793	6.63968	4.30416	5.01511	Hub	0.82839294961726
chr10	78480072	78780072	6.31365	3.70193	5.04712	2.86168	7.75738	4.37724	0.85719	3.64537	2.71665	3.99345	Hub	0.848698986475101
chr10	79583213	79883213	5.78044	5.1655	10.9172	2.76619	8.104	3.9656	1.88744	5.09427	4.39518	4.23134	Hub	0.910557757114526
chr10	79596341	79896341	5.72591	5.34625	10.9043	2.81951	8.49722	4.11333	1.90254	5.2234	4.31933	4.29547	Hub	0.924127541467665
chr10	78634733	78934733	6.38636	5.8674	5.5011	3.1991	10.451	5.26284	1.07323	4.81156	3.00056	4.42523	Hub	0.88304455967836
chr10	89903104	90203104	1.74504	2.70119	3.89929	1.39821	3.80904	2.99151	0.947787	2.13802	2.46037	2.53776	nonHub	0.296738898639677
chr10	93200584	93500584	5.21088	10.0168	3.6827	3.64713	8.22561	7.60265	4.25807	6.39095	3.78564	3.37224	nonHub	0.493541981970397
chr10	102512309	102812309	19.7044	13.9659	8.56033	8.22535	8.16936	11.836	16.8523	13.1203	2.44466	5.83618	Hub	0.910317152941284
chr10	101487856	101787856	5.41083	6.90093	2.83162	7.35236	8.04774	7.69344	4.34867	5.53194	2.91441	6.07258	Hub	0.585142595404181
chr10	103570207	103870207	8.74338	9.30547	1.98116	10.0286	7.24201	8.49672	8.74845	8.49363	2.12065	7.76317	Hub	0.797769287795558
chr10	105876095	106176095	9.85826	9.14002	6.04504	4.63074	7.19486	9.78704	10.6057	8.6744	2.51293	6.13447	Hub	0.792807615581568
chr10	105861129	106161129	11.0095	9.95198	5.88963	4.66416	7.35344	10.708	12.816	9.64623	2.47825	6.12329	Hub	0.811578129607182
chr10	116360961	116660961	5.59261	4.93444	4.6072	4.40155	6.73842	7.10176	4.94801	4.72729	2.36339	4.56991	Hub	0.666159138433165
chr10	112139200	112439200	8.18593	12.0285	5.31755	5.65572	11.4952	10.6049	10.9925	8.98702	2.44141	5.65794	Hub	0.956287199111115
chr10	121458029	121758029	3.04776	5.12468	2.00441	7.46377	5.06587	5.77681	7.44408	5.56592	2.07623	5.19558	nonHub	0.323192331049866
chr10	118401974	118701974	8.18593	3.0802	5.02937	3.30415	5.78482	4.23489	3.43689	3.78944	2.1407	3.72945	Hub	0.786856658347392
chr10	127872388	128172388	3.02958	2.8076	5.48459	2.36749	4.87676	3.69553	1.5297	2.73335	3.46814	3.02249	nonHub	0.357112256772185
chr10	603194	903194	4.58073	8.83535	3.97516	8.41952	11.9098	8.13355	5.04093	7.05831	3.8615	12.3935	Hub	0.887750790864992
chr10	182214	482214	2.71451	4.53867	1.25245	14.501	6.31251	3.99791	1.17544	3.75818	2.34767	7.78107	Hub	0.682519693324766
chr10	499644	799644	4.8231	9.03506	3.62641	6.58442	13.1977	8.48902	4.91084	7.48646	3.4806	16.331	Hub	0.831701397524056
chr10	3729350	4029350	2.62362	16.0927	3.34924	4.32277	10.1275	9.9063	9.42444	12.2029	3.1994	4.49533	Hub	0.951727543549938
chr10	3550236	3850236	2.68421	11.6925	3.92866	4.11745	7.94596	7.79347	8.86576	10.0105	3.38687	4.59601	Hub	0.80863985874141
chr10	4554004	4854004	3.58703	5.7639	1.55715	1.78099	5.81964	5.33209	1.57035	3.82886	2.45062	1.84869	Hub	0.53368110332894
chr10	5643569	5943569	5.56837	4.94246	2.88546	7.71365	5.37284	5.91146	8.6834	5.81329	2.13908	7.72887	Hub	0.648929907627869
chr10	6294923	6594923	3.89604	5.58168	4.90333	6.45311	5.53678	3.60705	1.27301	3.93624	3.4248	4.1426	Hub	0.667569615021861
chr10	12146057	12446057	4.20506	5.69393	3.29234	11.2016	4.4471	5.93301	10.3107	6.38415	2.72857	5.25375	nonHub	0.227901486677416
chr10	12693637	12993637	6.39848	4.7289	7.01542	3.41476	5.66267	3.30313	0.935011	3.87915	4.15841	3.50275	Hub	0.640871961309364
chr10	12772244	13072244	6.22882	4.71724	7.35439	3.24844	5.58606	3.35314	0.931526	3.78265	4.58861	3.33719	nonHub	0.477899707263591
chr10	13091674	13391674	8.44042	4.07292	4.42364	6.47778	3.64833	4.76041	6.45448	4.80341	3.50282	3.98748	nonHub	0.408345404533509
chr10	13832066	14132066	5.38054	10.4163	3.29846	5.80852	11.9575	10.084	5.0839	8.61052	3.06449	5.2806	Hub	0.793343637383983
chr10	14257442	14557442	3.61126	4.75296	12.8304	2.27757	6.12126	3.49394	1.05581	4.05313	4.8839	3.34316	Hub	0.77614720164022
chr10	13707367	14007367	6.05311	10.5985	2.2106	11.1061	11.2386	8.96837	4.89225	8.07635	2.71665	6.2426	Hub	0.843203683729293
chr10	16800505	17100505	3.97481	9.40533	2.17205	4.15485	6.69878	6.35388	3.60763	6.30668	2.47717	4.64523	nonHub	0.487458393010242
chr10	22523408	22823408	2.05406	2.93807	8.17304	1.54225	1.98756	5.70218	11.2143	4.72185	2.64134	2.75775	nonHub	0.0595139421040126
chr10	29056276	29356276	2.06618	4.25295	7.23385	2.36829	5.77839	4.17411	1.1255	3.70517	4.05113	3.63922	nonHub	0.498600579005466
chr10	29792127	30092127	6.94986	6.13489	2.81265	10.7616	9.34528	6.91248	4.7854	5.8364	2.80442	10.3516	Hub	0.888070406529369
chr10	29428426	29728426	5.35024	2.91183	12.8322	2.38102	4.94372	3.63244	1.00819	3.10577	5.01989	3.73915	Hub	0.759253195661584
chr10	30074114	30374114	7.01045	8.78433	8.06474	5.9629	9.06992	5.66525	1.76084	5.62028	4.18117	5.29328	Hub	0.585048449496945
chr10	30042187	30342187	8.45254	9.44177	8.2746	3.24605	9.11278	6.74167	4.97472	6.59075	4.36051	5.11803	Hub	0.757729663233557
chr10	31499942	31799942	1.78139	7.59409	1.48128	4.78512	5.91714	6.67319	6.87262	5.64747	3.46868	11.9863	nonHub	0.481459028863079
chr10	31512091	31812091	1.77534	7.54963	1.4103	4.87027	5.86143	6.64241	6.86333	5.58902	3.40908	12.1026	nonHub	0.475581404222273
chr10	35092440	35392440	3.52037	3.36373	6.9469	5.13846	5.61821	4.44187	3.22201	3.93216	3.43943	5.94953	Hub	0.705101225899328
chr10	34750107	35050107	5.45931	3.17714	2.1023	3.21183	6.34466	4.76656	1.23932	3.27159	1.87196	6.22247	Hub	0.525539685015572
chr10	36958959	37258959	1.97529	1.6108	3.30886	1.62581	3.02795	2.21978	0.689933	1.87297	3.07966	2.40502	nonHub	0.269738477348059
chr10	44052025	44352025	5.59867	2.56416	8.7861	2.24972	4.32977	2.97304	1.71206	2.90461	3.74772	2.96656	Hub	0.677167220401383
chr10	49556144	49856144	1.74504	0.35423	8.49731	0.997133	0.79931	0.670166	0.296184	1.27085	2.09681	3.22086	nonHub	0.133563307710001
chr10	51694618	51994618	2.94475	2.95192	2.62543	3.69488	5.52392	4.80811	2.47633	3.02965	2.29945	5.58113	nonHub	0.300865057960835
chr10	63250245	63550245	4.51408	25.8406	1.84349	15.7894	13.21	16.5326	12.4699	15.2013	2.80605	10.0936	Hub	0.922207305297119
chr10	69485237	69785237	5.10182	10.3791	3.61907	5.52919	6.62377	8.77294	10.7114	9.73865	2.52864	5.38948	Hub	0.682057116885402
chr10	69607815	69907815	5.11394	6.57148	3.67352	7.71604	3.88994	5.96455	10.8206	7.63597	2.59149	5.35965	nonHub	0.189042508328127
chr10	70919731	71219731	14.1118	3.59041	14.959	2.17412	5.76018	2.76915	0.88042	3.51081	4.41415	4.3253	Hub	0.876499254902875
chr10	70774345	71074345	13.5301	3.10571	11.882	5.39311	5.96375	3.37699	1.42633	3.57333	3.58734	5.58486	Hub	0.857731057742211
chr10	71484522	71784522	7.55578	7.53286	5.30776	9.37368	6.85735	6.47468	7.64618	7.22142	2.90032	7.67667	Hub	0.877223693436553
chr10	71821464	72121464	8.19199	3.73473	11.7487	4.0331	5.60053	4.40417	3.68313	4.65933	3.24112	5.88539	Hub	0.908317183262721
chr10	72668548	72968548	11.3912	3.13851	11.0487	3.39407	5.06051	2.84994	1.77826	4.18905	2.43003	4.5438	Hub	0.814950909600717
chr10	72687557	72987557	11.3428	2.16037	11.7817	3.25719	3.84762	2.2067	1.52622	3.6576	2.488	4.34618	Hub	0.720197232535866
chr10	73587242	73887242	9.62801	16.178	2.64256	8.74739	9.64315	8.97222	13.1262	14.678	2.63917	5.48493	Hub	0.871378258849666
chr10	74140258	74440258	1.61174	3.2442	3.35475	4.30605	5.18051	4.16488	1.0047	3.00791	2.85048	5.22989	nonHub	0.373652595037315
chr10	74002407	74302407	2.06012	4.87832	2.0607	4.18589	6.32484	6.28309	5.47068	5.19485	2.33955	6.61249	nonHub	0.3321263838438
chr10	75105351	75405351	9.19175	19.9266	2.22345	15.7369	11.4968	13.4379	20.5238	17.3977	2.21655	7.4261	Hub	0.880794320547283
chr10	74636302	74936302	1.47844	4.71141	3.65761	7.78846	3.37082	6.12536	10.8601	6.7525	2.52322	4.55275	nonHub	0.132906270525837
chr10	75716691	76016691	1.03006	3.05833	1.21696	2.92216	3.91726	3.36006	0.74104	2.32967	2.76649	2.95687	nonHub	0.0609021690224136
chr10	75832574	76132574	0.951289	2.45483	1.2188	2.9349	3.31242	2.53678	0.644635	1.95317	2.67601	2.96656	nonHub	0.0802859515482077
chr10	75955825	76255825	1.34513	3.1028	2.32073	3.09803	3.29367	2.71913	2.69237	3.06635	3.15877	3.16866	nonHub	0.0697200662264842
chr10	79327395	79627395	5.24118	5.42716	7.02215	9.07606	6.97843	5.85607	6.60896	6.57988	4.13078	7.74602	Hub	0.849771635215363
chr10	79010903	79310903	10.8823	4.73765	6.05788	10.1361	7.9856	4.41648	2.44845	4.74224	3.14576	6.24633	Hub	0.8338508997349
chr10	78974545	79274545	9.42806	4.11228	6.54308	8.64712	7.19808	4.16488	2.39851	4.26924	3.30668	4.93607	Hub	0.809010877613219
chr10	78987254	79287254	10.8701	4.5117	6.36687	9.36334	7.55434	4.32953	2.44032	4.56283	3.26659	5.19931	Hub	0.846598616325163
chr10	80353825	80653825	11.6639	30.3151	6.52901	15.4217	28.2785	11.7883	6.94928	18.5694	2.41648	15.7724	Hub	0.978202488604541
chr10	79968837	80268837	4.17476	5.22818	13.1755	2.39853	8.49937	3.56088	0.847898	4.6172	4.68397	4.47371	Hub	0.945682407987358
chr10	80183155	80483155	4.68373	7.88199	14.3239	2.8967	10.488	4.35877	1.29392	6.44124	4.31933	4.98678	Hub	0.976374514272647
chr10	79945387	80245387	4.48984	5.0394	12.8549	2.40967	8.23418	3.3616	0.823506	4.50302	4.48675	4.44164	Hub	0.94502677031281
chr10	80162804	80462804	4.75039	7.82222	14.7467	2.86964	10.4484	4.33107	1.28811	6.39367	4.45641	5.00989	Hub	0.97604340788873
chr10	89458391	89758391	3.61126	5.33168	1.55715	7.20116	5.06158	6.91017	11.2027	5.99134	2.22197	7.64236	Hub	0.565631365802557
chr10	92733497	93033497	3.24165	2.39506	5.01469	2.48527	3.63332	3.75708	4.09082	3.29606	2.43816	3.89725	nonHub	0.306190684349595
chr10	93714169	94014169	2.3449	2.02188	2.41006	5.35571	3.8278	3.44008	3.19297	2.8149	2.06322	4.31337	nonHub	0.352552447352296
chr10	94885044	95185044	4.14447	5.57804	5.67426	12.8147	5.80946	3.58319	1.2521	4.31409	2.95017	4.94278	Hub	0.764402510563086
chr10	94373323	94673323	4.42925	6.10865	2.97112	3.4267	5.81857	5.2613	4.81095	5.17311	3.06883	3.57359	Hub	0.81427555188678
chr10	97136097	97436097	5.16847	1.70337	5.84007	5.87298	2.07703	2.54063	3.61228	3.0582	2.00958	3.7563	nonHub	0.215412611058695
chr10	99973675	100273675	8.08293	6.64874	5.24719	6.76347	9.08171	6.4162	4.15586	6.36512	2.74645	3.95467	Hub	0.791474824112341
chr10	103096242	103396242	4.7625	2.54011	2.77533	6.82236	3.70672	3.97021	5.19657	3.89274	1.83674	7.25905	nonHub	0.172606395577482
chr10	103274240	103574240	7.31341	4.76535	6.99952	9.9188	4.44335	6.97403	11.3328	7.57617	2.29078	7.43803	Hub	0.555833427694444
chr10	103968648	104268648	16.0326	8.218	4.84949	11.8152	9.08385	13.5957	18.9604	11.2188	2.22468	12.0997	Hub	0.729363764778895
chr10	104357628	104657628	8.97362	19.9171	3.91642	10.3263	14.5515	13.4233	15.6687	14.6793	2.73561	11.1078	Hub	0.907786698563826
chr10	103956863	104256863	15.9538	8.00152	5.09056	11.1133	8.75866	13.4102	18.9221	11.0775	2.26586	11.8088	Hub	0.730410170743922
chr10	104493079	104793079	6.13793	8.42062	3.95069	7.13988	9.81887	10.4026	10.7021	7.88063	3.15552	10.1935	Hub	0.811376640896548
chr10	105505031	105805031	6.88927	6.76901	4.32208	5.52044	9.78673	8.45979	7.26056	7.0855	2.09736	5.89211	Hub	0.825274131206122
chr10	112268681	112568681	8.50101	5.26899	7.7527	3.9376	6.42662	6.11536	5.63097	5.14321	2.71448	4.14483	Hub	0.713981730068553
chr10	118490292	118790292	5.82286	2.20191	4.814	2.37306	3.69226	3.68014	4.42998	3.17373	2.13799	3.02025	nonHub	0.33386923759794
chr10	120985013	121285013	8.76155	23.6904	3.64905	22.5258	20.0636	8.68984	2.01753	11.9229	3.17936	15.4652	Hub	0.965546692893345
chr10	126246397	126546397	4.75644	3.92059	3.54809	7.61418	6.16251	4.1141	6.0375	5.39058	2.08652	5.80113	Hub	0.867713509849414
chr10	134772860	135072860	8.02233	4.31709	6.84472	8.0256	5.7725	5.44519	8.56261	5.94241	3.70058	4.26415	Hub	0.796966910835092
chr11	117222547	117522547	6.20459	0.613708	7.79369	1.25577	1.18825	1.18799	0.727102	1.65143	2.1537	3.10974	nonHub	0.0744022844244778
chr11	125718939	126018939	7.77997	4.42715	4.33493	4.72783	7.16647	4.50265	2.99436	5.17854	2.12553	5.79292	Hub	0.770802574037765
chr11	3041156	3341156	6.85292	3.95047	7.25955	6.12763	5.44945	4.33338	3.69474	4.19448	5.05023	5.25301	nonHub	0.445787714633691
chr11	12563479	12863479	3.43555	12.9702	2.08028	8.86278	15.8566	12.7247	5.98175	9.7237	2.37801	23.0509	Hub	0.939918226654151
chr11	9229420	9529420	4.07176	9.20197	2.23324	9.5416	5.93375	7.32412	11.6534	9.45594	2.78221	7.39701	Hub	0.569608782226712
chr11	11481697	11781697	5.30783	1.17202	11.6422	1.79054	3.06813	2.48985	1.73529	2.32287	3.27905	4.03073	Hub	0.739700335922252
chr11	9376984	9676984	6.07734	12.0081	2.16104	9.54239	7.01111	8.58905	11.73	11.0883	3.02656	6.07854	Hub	0.602773748600441
chr11	10382360	10682360	6.59237	24.2495	2.38803	14.8941	14.1754	10.6557	6.92837	13.1299	2.70744	5.4909	Hub	0.952454928056337
chr11	11349346	11649346	2.69633	2.54448	10.4277	2.60305	5.30802	3.13924	1.73645	3.31237	2.84993	4.70414	Hub	0.848024426350087
chr11	35361977	35661977	7.87691	10.8077	3.54565	6.8343	10.2073	10.448	8.44065	7.97306	3.36845	5.60723	Hub	0.880842036493781
chr11	47073612	47373612	15.051	9.74644	3.85891	11.7022	7.96739	9.33077	11.3932	9.92215	2.29566	6.23291	Hub	0.728865272381978
chr11	45850778	46150778	5.44719	4.54085	4.72345	7.92136	5.28605	6.28309	7.97024	5.92882	1.8232	7.79897	Hub	0.747516217324695
chr11	64731293	65031293	14.2754	38.5521	2.84447	15.0692	16.4753	26.1896	38.023	33.7203	2.49234	15.7076	Hub	0.953029283267517
chr11	74262970	74562970	8.11928	2.49127	7.55874	4.7326	3.53957	3.58089	4.98401	4.04769	3.6529	5.0606	nonHub	0.365225077516656
chr11	69029139	69329139	10.6641	6.22527	11.7756	5.43449	6.66931	5.40672	8.41626	7.51365	4.69318	5.87272	Hub	0.910870572817296
chr11	70027130	70327130	4.33836	1.73617	6.36564	4.11586	3.83155	2.21055	1.03606	2.36636	5.47935	5.82201	nonHub	0.257506547727015
chr11	72259628	72559628	2.85993	4.93371	1.57673	4.70236	5.99804	4.80504	4.46831	4.26244	2.91062	6.41263	Hub	0.54254700663737
chr11	76440247	76740247	11.2882	3.80615	6.51493	4.0315	6.29055	4.01022	2.52395	4.16322	2.91983	4.15304	Hub	0.62574470175212
chr11	76382249	76682249	13.4574	3.65236	7.27974	3.76889	6.05376	4.34031	2.88053	4.29778	2.89219	4.31486	Hub	0.636130060965237
chr11	76278856	76578856	13.1544	3.04084	6.07624	4.04981	5.05301	3.83018	2.82478	4.05177	2.65	4.43493	nonHub	0.375939553794067
chr11	85875578	86175578	3.99905	6.31492	3.94457	2.56167	9.5644	6.5447	2.2359	4.90535	3.35057	3.2932	nonHub	0.481601266990988
chr11	94308800	94608800	6.33789	3.5321	4.48789	2.56724	3.27921	4.88198	8.07942	4.65797	1.89634	2.64515	nonHub	0.220655077043952
chr11	101547201	101847201	6.39848	7.74132	1.8594	8.0264	7.89667	9.12918	10.1109	7.93364	2.60612	6.50585	Hub	0.629162349520936
chr11	111081067	111381067	7.03469	13.995	1.96586	10.4751	10.0835	11.3928	11.4652	11.7054	1.95378	4.37378	Hub	0.853447014712777
chr11	110914252	111214252	5.76833	15.065	1.73764	12.9572	11.088	10.5803	9.63816	10.7771	2.08544	5.91895	Hub	0.837301818672221
chr11	120331081	120631081	3.76274	0.911815	7.11883	2.44707	1.9581	2.03435	1.59475	1.8322	2.40781	3.72573	nonHub	0.235629545350659
chr11	124646343	124946343	10.4521	3.69682	6.99829	4.40553	5.01605	4.09255	4.23833	4.75719	2.57469	3.77047	Hub	0.623376858206172
chr11	120520262	120820262	3.37495	0.924935	8.79651	1.63934	1.41808	2.00588	2.77716	2.15977	2.73832	2.86589	nonHub	0.242443975609967
chr11	129733801	130033801	8.76761	19.8923	8.60194	7.80119	14.9217	9.57622	5.84585	11.0122	4.07876	4.52814	Hub	0.995179085105631
chr11	127748798	128048798	5.26541	9.50518	6.01995	4.93234	10.8025	10.5734	6.74021	8.27208	2.43978	7.6886	Hub	0.956662585139672
chr11	127727822	128027822	5.27753	9.71145	5.36283	4.9037	11.1368	10.8696	6.74602	8.36858	2.32383	7.64013	Hub	0.955404098922347
chr11	2340451	2640451	12.0759	3.63341	9.50625	3.51583	3.53207	2.98305	5.22561	4.60224	5.57308	5.18141	nonHub	0.366972895926785
chr11	3689563	3989563	6.30759	6.75443	2.23324	9.55035	7.07647	6.94787	7.54048	6.67502	2.4983	7.56928	Hub	0.838794096289681
chr11	8613570	8913570	5.87133	25.2203	1.93404	14.9466	15.9476	14.392	12.3259	16.343	2.47121	8.57976	Hub	0.933802748541336
chr11	8581726	8881726	5.18665	23.4331	1.91875	14.9912	15.1414	12.5962	10.1039	14.9824	2.39319	8.43732	Hub	0.945036360035112
chr11	8988973	9288973	5.22906	4.57584	3.04944	9.57343	6.62109	4.74117	3.97583	4.88768	2.55519	8.91161	Hub	0.93530095180688
chr11	8589553	8889553	4.72615	23.5505	1.91752	14.9546	15.0572	13.0694	11.068	15.3453	2.3921	8.40749	Hub	0.942109536941235
